"ID","Title","Series","Text","Date1","Date2","Appt Pres","Case1","Case2","Case3","Citation"
1578,"Gadsden Purchase","Treatises","Five years after the treaty ending the Mexican War, the United States purchased from Mexico a portion of present-day southern Arizona and New Mexico (the purchase is named for the Ambassador to Mexico at the time). It was the last territorial acquisition in the Lower 48 states.","1854","1854",,,,,"10 Stat. 1031",
1579,"Kyoto Protocol","Treatises","A multilateral treaty extending the UN Framework Convention of Climate Change, the Kyoto Protocol deals with climate change generally, and specifically with the reduction of greenhouse gas emissions. The U.S. is the only signatory not to ratify, although Canada did ratify but later withdrew.","2005",,,,,,"2303 U.N.T.S. 162",
1580,"Treaty of Versailles","Treatises","The result of the Paris Peace Conference that ended World War I, the Treaty of Versailles included the Covenant of the League of Nations. One of President Wilson's ""Fourteen Points,"" the U.S. signed, but did not ratify, the treaty, and thus did not join the League of Nations.","1920",,,,,,"2 Bevans 235",
1581,"Louisiana Purchase","Treatises","Arguably the achievement of Thomas Jefferson that had the largest future impact on the United States, some at the time argued that the president did not have the power to acquire territory. Arguing that the treaty power encompassed the purchase, Jefferson nearly doubled the size of the U.S.","1803",,,,,,"8 Stat. 200",
1582,"North American Free Trade Agreement","Treatises","A trilateral free trade agreement among Canada, Mexico, and the U.S., the North American Free Trade Agreement, or NAFTA, was a milestone treaty reducing trade barriers among the three neighbors. Although negotiated and signed during the 1st Bush Administration, it was ratified during the Clinton Administration.","1994",,,,,,"32 I.L.M. 289",
1583,"Non-Proliferation Treaty","Treatises","The Non-Proliferation Treaty, negotiated chiefly by the U.S., U.K., and U.S.S.R., recognized the then-five nuclear powers (including France and China), and endeavors to stop the spread of nuclear weapons. Four known or suspected nuclear weapons states (India, Israel, North Korea, Pakistan) have not signed the treaty.","1970",,,,,,"21 U.S.T. 483",
1584,"North Atlantic Treaty","Treatises","Created to provide security against a Soviet-led attack on Western Europe, the North Atlantic Treaty established the North Atlantic Treaty Organization, a mutual-defense pact that treated an attack on any member as an attack on all. Never invoked during the Cold War, it was first triggered following the 9/11 attacks.","1949",,,,,,"63 Stat. 2241",
1585,"Oregon Treaty","Treatises","Since 1818, the U.S. and Great Britain had jointly occupied Oregon Country. With American westward expansion, calls to define the boundary increased, with militant expansionists coining ""54° 40' or Fight!"" Ultimately the Polk administration negotiated a treaty setting the boundary at the 49th parallel.","1846",,,,,,"9 Stat. 869",
1586,"Panama Canal Treaty","Treatises","Also known as the Hay--Bunau-Varilla Treaty, the treaty was the culmination of a series of events that included a proposed canal through Nicaragua, American naval support of Panamanian independence from Colombia, and the treaty, which gave the U.S. perpetual control over the canal (abrogated by a later treaty).","1903",,,,,,"33 Stat. 2234",
1587,"Rush-Bagot Treaty","Treatises","The Rush-Bagot Treaty, entered into in the years following the War of 1812, limited the naval fleets of the United States and Great Britain on the Great Lakes and Lake Champlain, and paved the way for the demilitarized U.S.-Canadian border.","1817",,,,,,"8 Stat. 231",
1588,"START I","Treatises","The first Strategic Arms Reduction Talks (START) Treaty between the U.S. and the U.S.S.R., START I limited the parties' deployable nuclear warheads to 6,000. It eliminated nearly 80% of current strategic nuclear warheads. It expired in 2009.","1994",,,,,,"S. Tr. Doc. 102-20",
1589,"The Jay Treaty","Treatises","Named for the chief U.S. negotiator, then-Chief Justice John Jay, the Jay Treaty reduced tensions between the U.S. and Great Britain stemming, among other things, from the British failure to withdraw from forts on American land obtained in the post-Revolution Treaty of Paris. It was opposed by pro-French Jeffersonians.","1795",,,,,,"8 Stat. 116",
1590,"Treaty of Amity and Commerce (Japan)","Treatises","Also known as the Harris Treaty, after U.S. negotiator Townsend Harris, the Treaty of Amity and Commerce with Japan forcibly opened Japan's ports to U.S. and other foreign commerce. Some have argued that it was a trans-Pacific extension of America's ""Manifest Destiny.""","1858",,,,,,,
1591,"Treaty of Ghent","Treatises","A bilateral treaty of peace between the United States and Great Britain, ending the War of 1812 and returning to a status quo ante bellum, the slowness of communications at the time led to a major battle, the Battle of New Orleans, being fought after the war had ended (though before the treaty was ratified).","1815",,,,,,"8 Stat. 218",
1592,"Treaty of Greenville (1795)","Treatises","A significant treaty between the young United States and Native Americans a year after the Battle of Fallen Timbers, the Treaty of Greenville ended the Northwest Indian War and opened portions of the Northwest Territory to settlement by European Americans.","1795",,,,,,,
1593,"Treaty of Guadelupe Hidalgo","Treatises","Ending the U.S.-Mexican War, the Treaty of Guadelupe Hidalgo vastly expanded the American West, with Mexico ceding territory that included all or part of ten future states. The treaty also established the Rio Grande as the Texas-Mexico border, though shifts in the river's course necessitated numerous adjustments.","1848",,,,,,"9 Stat. 922",
1594,"Treaty of Manila","Treatises","Following the end of World War II, the United States, by the Treaty of Manila, granted independence to the Republic of the Philippines, which had been an American territory since the end of the Spanish-American War.","1946",,,,,,"61 Stat. 1174",
1595,"Treaty of Paris (1783)","Treatises","Ending the Revolutionary War with formal recognition of American independence by Great Britain, the Treaty of Paris granted an extensive increase to American territory beyond the regular boundaries of the Thirteen Colonies, though British failure to militarily abandon these lands would partially lead to the War of 1812.","1783",,,,,,"8 Stat. 80",
1596,"Treaty of Peace with Spain","Treatises","The Treaty of Peace with Spain, signed in Paris, ended the Spanish-American War. Significantly, it created an ""American Empire"" overseas, with the accession of Puerto Rico in the Caribbean, and Guam and the Philippines in the Pacific, and the end of Spanish control in Cuba.","1899",,,,,,"30 Stat. 1754",
1597,"Third Treaty of San Ildefonso","Treatises","Perhaps the most important treaty with regard to the United States to which the U.S. was not a party, the Third Treaty of San Ildefonso, between France and Spain, returned the territory of Louisiana from Spanish to French rule, setting the stage for the near-future purchase of Louisiana by the United States.","1800",,,,,,,
1598,"Charter of the United Nations","Treatises","Drafted during World War II and coming into effect shortly thereafter, the UN Charter created the United Nations, the successor to the League of Nations, with stronger obligations among the member states, and a Security Council with five veto-wielding permanent members (the five major victorious Allies).","1945",,,,,,"59 Stat. 1031",
1599,"Washington Naval Treaty","Treatises","An attempt to stem a post-World War I naval arms race (and, in part, to reduce unwanted defense expenditures), the WWI Allies (U.S., U.K., Italy, Japan, France) agreed to limits on large warships, especially battleships. Eventually, Italy & Japan renounced the treaty, making it untenable for the other parties to adhere to it.","1923",,,,,,"25 L.N.T.S. 202",
1600,"Webster-Ashburton Treaty","Treatises","A bilateral treaty between the U.S. and Great Britain, the Webster-Ashburton Treaty settled many lingering border issues that had been hanging around since the revolution; most importantly, it settled the boundary between Maine and New Brunswick, but also in the area of Lake of the Woods and Lake Superior.","1842",,,,,,"8 Stat. 572",
